NUM;SAC;SIC;TIME;TIME(s);LAT;LON;H;TYP_020;SIM_020;RDP_020;SPI_020;RAB_020;TST_020;ERR_020;XPP_020;ME_020;MI_020;FOE_FRI_020;RHO;THETA;V_070;G_070;MODE 3/A;V_090;G_090;FL;MODE C Corrected Altitude;SRL_130;SSR_130;SAM_130;PRL_130;PAM_130;RPD_130;APD_130;TA;TI;MCP_ALT;FMS_ALT;BP;VNAV;ALT_HOLD;APP;TARGET_ALT_SOURCE;RA;TTA;GS;TAR;TAS;HDG;IAS;MACH;BAR;IVV;TN;X;Y;GS_KT;HEADING;CNF_170;RAD_170;DOU_170;MAH_170;CDM_170;TRE_170;GHO_170;SUP_170;TCC_170;HEIGHT;COM_230;STAT_230;SI_230;MSCC_230;ARC_230;AIC_230;B1A_230;B1B_230
41067;20;129;08:55:59.000;32159;41.54140793711565;2.1507778339749275;609.664140118286;Single ModeS Roll-Call;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;14.60546875;8.646240234375;Code Validated;Default;7373;Code Validated;Default;20.0;;1.0546875 dg;4;-66 dBm;N/A;N/A;N/A;N/A;3452CD;EAX?M;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3280;N/A;N/A;90.3076171875;218.0841064453125;Confirmed Track;SSR/Mode S Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 0;BDS 1,0 bits 37/40 = 0000
41070;20;129;08:56:00.000;32160;41.67827021873349;2.4262467987528873;876.3167709540576;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;26.95703125;32.7392578125;Code Validated;Default;7070;Code Validated;Default;28.75;;1.0546875 dg;4;-59 dBm;1.142578125 dg;49 dBm;0.1015625 NM;0.10986328125 dg;3460D4;AS3JD;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1401;N/A;N/A;108.10546875;47.61474609375;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 0;BDS 1,0 bits 37/40 = 0000
41073;20;129;08:56:00.000;32160;41.46002452639437;2.3113144474791265;1927.827731302008;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;13.48046875;44.6209716796875;Code Validated;Default;3366;Code Validated;Default;63.25;;1.0546875 dg;4;-42 dBm;0.3076171875 dg;50 dBm;0.1328125 NM;-0.087890625 dg;3424D1;VLG8UK;4000;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;104.765625;215;0.364;-2112.0;-2016.0;977;N/A;N/A;250.927734375;112.9833984375;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 1101
41079;20;129;08:56:00.000;32160;41.32196256819922;2.151445998208681;249.62827378325164;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;2.57421875;60.260009765625;Code Validated;Default;6202;Code Validated;Default;6.75;819.0;1.58203125 dg;5;-32 dBm;0.7470703125 dg;43 dBm;0.1171875 NM;0.06591796875 dg;34620D;VLG5SB;3008;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;-117.7734375;133;0.20400000000000001;-704.0;-768.0;43;N/A;N/A;138.2080078125;245.654296875;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0001
41082;20;129;08:56:00.000;32160;41.371742185988865;2.298743321779014;950.6223187120631;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;9.87109375;64.3304443359375;Code Validated;Default;4471;Code Validated;Default;29.75;3119.0;1.0986328125 dg;4;-43 dBm;0.703125 dg;64 dBm;0.15234375 NM;-0.15380859375 dg;345206;VLG5JU;0;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;-114.78515625;188;0.3;-800.0;-768.0;3433;N/A;N/A;196.435546875;245.6488037109375;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
41083;20;129;08:56:00.000;32160;41.34961556040161;2.3652518698026443;1704.9558377154171;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;12.2890625;76.0638427734375;Code Validated;Default;3506;Code Validated;Default;54.5;5594.0;1.4501953125 dg;5;-42 dBm;1.142578125 dg;58 dBm;0.109375 NM;0.06591796875 dg;4CA765;RYR13PK;2304;64;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;-80.33203125;196;0.328;-640.0;-480.0;1860;N/A;N/A;213.134765625;276.1907958984375;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 1101
41121;20;129;08:56:03.000;32163;41.540247320636055;2.148229949324827;594.4238361418247;Single ModeS Roll-Call;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;14.51953125;8.23974609375;Code Validated;Default;7373;Code Validated;Default;19.5;;1.40625 dg;4;-82 dBm;N/A;N/A;N/A;N/A;3452CD;EAX?M;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3280;N/A;N/A;97.7783203125;225.7525634765625;Confirmed Track;SSR/Mode S Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 0;BDS 1,0 bits 37/40 = 0000
41124;20;129;08:56:04.000;32164;41.67962847516392;2.428246800895006;868.6961180064827;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;27.07421875;32.80517578125;Code Validated;Default;7070;Code Validated;Default;28.5;;1.0546875 dg;4;-60 dBm;0.7470703125 dg;44 dBm;0.109375 NM;-0.10986328125 dg;3460D4;AS3JD;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1401;N/A;N/A;109.6435546875;47.581787109375;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 0;BDS 1,0 bits 37/40 = 0000
41127;20;129;08:56:04.000;32164;41.4587320638953;2.317331530926562;1897.3436379488558;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;13.6171875;45.6646728515625;Code Validated;Default;3366;Code Validated;Default;62.25;;1.40625 dg;5;-46 dBm;0.7470703125 dg;51 dBm;0.1015625 NM;0.0439453125 dg;3424D1;VLG8UK;4000;0;1018.0;Not Active;Not Active;Not Active;Unknown;-24.2578125;102.48046875;248.0;-2.0;236;96.15234375;214;0.36;-1632.0;-1376.0;977;N/A;N/A;247.8515625;102.5738525390625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 1101
41133;20;129;08:56:04.000;32164;41.320903302135854;2.1483726384840893;234.38863908778876;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;2.421875;59.9359130859375;Code Validated;Default;6202;Code Validated;Default;6.25;769.0;1.40625 dg;5;-32 dBm;0.3076171875 dg;48 dBm;0.1171875 NM;-0.06591796875 dg;34620D;VLG5SB;3008;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;-117.421875;133;0.20400000000000001;-768.0;-768.0;43;N/A;N/A;138.6474609375;245.28076171875;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0001
41136;20;129;08:56:04.000;32164;41.370351694627196;2.294358339687475;935.3845048258081;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;9.65625;64.27001953125;Code Validated;Default;4471;Code Validated;Default;29.25;3069.0;0.7470703125 dg;3;-42 dBm;1.142578125 dg;54 dBm;0.14453125 NM;-0.10986328125 dg;345206;VLG5JU;0;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;-114.43359375;187;0.3;-864.0;-864.0;3433;N/A;N/A;195.99609375;245.91796875;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
41137;20;129;08:56:04.000;32164;41.349872615111494;2.359995047694375;1697.3397502750158;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;12.0625;75.7232666015625;Code Validated;Default;3506;Code Validated;Default;54.25;5569.0;1.4501953125 dg;5;-44 dBm;1.1865234375 dg;55 dBm;0.1171875 NM;0.263671875 dg;4CA765;RYR13PK;2304;64;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;-80.859375;192;0.32;-960.0;-1088.0;1860;N/A;N/A;208.740234375;275.4876708984375;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 1101
41175;20;129;08:56:07.000;32167;41.539010875750655;2.1474940375555853;0.0632469691336155;Single ModeS Roll-Call;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;14.4375;8.15185546875;Code Validated;Default;7373;Code Validated;Default;19.25;;1.7138671875 dg;6;-77 dBm;N/A;N/A;N/A;N/A;3452CD;EAX?M;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3280;N/A;N/A;91.40625;221.0174560546875;Confirmed Track;SSR/Mode S Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 0;BDS 1,0 bits 37/40 = 0000
41178;20;129;08:56:08.000;32168;41.6810287957862;2.430152259853982;876.3155822344124;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;27.19140625;32.860107421875;Code Validated;Default;7070;Code Validated;Default;28.75;;0.703125 dg;3;-60 dBm;0.7470703125 dg;46 dBm;0.08984375 NM;-0.0439453125 dg;3460D4;AS3JD;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1401;N/A;N/A;108.7646484375;47.230224609375;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 0;BDS 1,0 bits 37/40 = 0000
41181;20;129;08:56:08.000;32168;41.45808373951418;2.3233603509067127;1866.8596749426797;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;13.78515625;46.571044921875;Code Validated;Default;3366;Code Validated;Default;61.25;;2.373046875 dg;5;-44 dBm;0.7470703125 dg;57 dBm;0.1171875 NM;0.0439453125 dg;3424D1;VLG8UK;4000;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;88.06640625;212;0.356;-1152.0;-1152.0;977;N/A;N/A;242.7978515625;94.72412109375;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 1101
41187;20;129;08:56:08.000;32168;41.319846596346764;2.145295045211825;219.14898088760674;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;2.26953125;59.5623779296875;Code Validated;Default;6202;Code Validated;Default;5.75;719.0;1.40625 dg;5;-33 dBm;0.3076171875 dg;44 dBm;0.15234375 NM;-0.087890625 dg;34620D;VLG5SB;3008;0;1018.0;Not Active;Not Active;Not Active;Unknown;1.0546875;-113.90625;140.0;0.46875;136;-116.19140625;134;0.20400000000000001;-864.0;-768.0;43;N/A;N/A;139.0869140625;245.8245849609375;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0001
41190;20;129;08:56:08.000;32168;41.36888514742985;2.2899255852297355;920.1466542715207;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;9.4375;64.22607421875;Code Validated;Default;4471;Code Validated;Default;28.75;3019.0;1.142578125 dg;4;-41 dBm;1.142578125 dg;53 dBm;0.125 NM;0.02197265625 dg;345206;VLG5JU;0;0;1018.0;Not Active;Not Active;Not Active;Unknown;0.17578125;-113.73046875;196.0;0.03125;196;-114.43359375;187;0.296;-896.0;-928.0;3433;N/A;N/A;195.1171875;246.4508056640625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
41191;20;129;08:56:08.000;32168;41.35015846935341;2.3549258436779463;1659.2434535855427;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;11.84375;75.3717041015625;Code Validated;Default;3506;Code Validated;Default;53.0;5444.0;1.4501953125 dg;5;-43 dBm;1.1865234375 dg;50 dBm;0.12109375 NM;0.19775390625 dg;4CA765;RYR13PK;2304;64;1018.0;Not Active;Not Active;Not Active;Unknown;1.40625;-84.375;206.0;0.125;208;-80.859375;192;0.32;-1824.0;-1984.0;1860;N/A;N/A;206.7626953125;275.5426025390625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 1101
41229;20;129;08:56:11.000;32171;41.53807035157211;2.14250161264087;615.4545345725492;Single ModeS Roll-Call;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;14.35546875;7.294921875;Code Validated;Default;7373;Code Validated;Default;18.75;2019.0;1.0546875 dg;3;-77 dBm;N/A;N/A;N/A;N/A;3452CD;EAX?M;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3280;N/A;N/A;184.130859375;254.06982421875;Confirmed Track;SSR/Mode S Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 0;BDS 1,0 bits 37/40 = 0000
41232;20;129;08:56:12.000;32172;41.68241083464237;2.432256493379014;876.3148395894095;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;27.3125;32.9315185546875;Code Validated;Default;7070;Code Validated;Default;28.75;;1.40625 dg;5;-60 dBm;0.3076171875 dg;47 dBm;0.08984375 NM;0.263671875 dg;3460D4;AS3JD;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1401;N/A;N/A;109.6435546875;46.845703125;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 0;BDS 1,0 bits 37/40 = 0000
41235;20;129;08:56:12.000;32172;41.45811162755463;2.329278030614496;1843.995929736644;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;13.98046875;47.318115234375;Code Validated;Default;3366;Code Validated;Default;60.5;;1.23046875 dg;4;-41 dBm;0.7470703125 dg;55 dBm;0.109375 NM;-0.0439453125 dg;3424D1;VLG8UK;4000;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;80.68359375;208;0.352;-1056.0;-1088.0;977;N/A;N/A;238.18359375;87.352294921875;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 1101
41241;20;129;08:56:12.000;32172;41.318818525954796;2.142191915845659;203.9093025950715;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;2.1171875;59.0789794921875;Code Validated;Default;6202;Code Validated;Default;5.25;669.0;1.0107421875 dg;4;-32 dBm;0.3076171875 dg;48 dBm;0.13671875 NM;-0.0439453125 dg;34620D;VLG5SB;3008;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;-115.3125;134;0.20400000000000001;-736.0;-768.0;43;N/A;N/A;138.2080078125;246.5826416015625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0001
41244;20;129;08:56:12.000;32172;41.36746971751687;2.285561476724253;897.2887255176902;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;9.22265625;64.171142578125;Code Validated;Default;4471;Code Validated;Default;28.0;2944.0;0.791015625 dg;3;-41 dBm;0.7470703125 dg;59 dBm;0.140625 NM;-0.087890625 dg;345206;VLG5JU;0;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;-114.609375;187;0.296;-928.0;-928.0;3433;N/A;N/A;195.1171875;246.4508056640625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
41245;20;129;08:56:12.000;32172;41.35048866089194;2.3498303045430697;1621.1471079550683;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;11.625;74.99267578125;Code Validated;Default;3506;Code Validated;Default;51.75;5319.0;1.40625 dg;5;-43 dBm;0.17578125 dg;50 dBm;0.12890625 NM;0.0 dg;4CA765;RYR13PK;2304;64;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;-80.5078125;193;0.32;-1792.0;-1824.0;1860;N/A;N/A;206.103515625;276.1248779296875;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 1101
41283;20;129;08:56:15.000;32175;41.537299064834954;2.1387843652938976;607.8345164321363;Single ModeS Roll-Call;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;14.2890625;6.6522216796875;Code Validated;Default;7373;Code Validated;Default;18.5;1994.0;1.3623046875 dg;5;-77 dBm;N/A;N/A;N/A;N/A;3452CD;EAX?M;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3280;N/A;N/A;169.8486328125;254.4818115234375;Confirmed Track;SSR/Mode S Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 0;BDS 1,0 bits 37/40 = 0000
41286;20;129;08:56:16.000;32176;41.683807040950576;2.4341715250336518;876.3142785234377;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;27.4296875;32.9864501953125;Code Validated;Default;7070;Code Validated;Default;28.75;;1.40625 dg;5;-61 dBm;0.7470703125 dg;39 dBm;0.125 NM;0.0439453125 dg;3460D4;AS3JD;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1401;N/A;N/A;109.6435546875;46.845703125;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 0;BDS 1,0 bits 37/40 = 0000
41289;20;129;08:56:16.000;32176;41.458600505816975;2.335150365009399;1828.752285266295;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;14.1953125;47.955322265625;Code Validated;Default;3366;Code Validated;Default;60.0;;1.2744140625 dg;4;-42 dBm;1.1865234375 dg;46 dBm;0.09765625 NM;0.15380859375 dg;3424D1;VLG8UK;4000;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;73.65234375;207;0.34800000000000003;-1120.0;-1120.0;977;N/A;N/A;234.0087890625;82.144775390625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 1101
41295;20;129;08:56:16.000;32176;41.317808569771955;2.1390695648372033;188.6696022376418;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;1.96484375;58.480224609375;Code Validated;Default;6202;Code Validated;Default;4.75;619.0;1.40625 dg;5;-32 dBm;0.3076171875 dg;39 dBm;0.125 NM;-0.02197265625 dg;34620D;VLG5SB;3008;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;-114.9609375;132;0.2;-864.0;-864.0;43;N/A;N/A;138.2080078125;246.5826416015625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0001
41298;20;129;08:56:16.000;32176;41.36605926378141;2.2811887232897563;882.0507527217269;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;9.0078125;64.1107177734375;Code Validated;Default;4471;Code Validated;Default;27.5;2894.0;0.8349609375 dg;3;-41 dBm;0.7470703125 dg;59 dBm;0.140625 NM;-0.02197265625 dg;345206;VLG5JU;0;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;-114.609375;187;0.296;-928.0;-960.0;3433;N/A;N/A;194.677734375;246.0662841796875;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
